[39.0, 'State-gov', 77516.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 2174.0, 0.0, 40.0, 'United-States', '<=50K']
[24.0, 'Private', 191954.0, 'Some-college', 10.0, 'Never-married', 'Machine-op-inspct', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Private', 187728.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 1887.0, 50.0, 'United-States', '>50K']
[58.0, 'Self-emp-not-inc', 321171.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 296478.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[36.0, 'State-gov', 119272.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[33.0, 'Private', 85043.0, 'HS-grad', 9.0, 'Never-married', 'Farming-fishing', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[22.0, 'State-gov', 293364.0, 'Some-college', 10.0, 'Never-married', 'Protective-serv', 'Own-child', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[33.0, 'Private', 117963.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[26.0, 'Private', 192262.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[33.0, 'Private', 111363.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[46.0, 'Local-gov', 329752.0, '11th', 7.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 30.0, 'United-States', '<=50K']
[59.0, '?', 372020.0, 'Bachelors', 13.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Federal-gov', 95432.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[65.0, 'Private', 161400.0, '11th', 7.0, 'Widowed', 'Other-service', 'Unmarried', 'Other', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[40.0, 'Private', 96129.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[42.0, 'Private', 111949.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[26.0, 'Self-emp-not-inc', 117125.0, '9th', 5.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Portugal', '<=50K']
[62.0, 'Private', 270092.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[43.0, 'Private', 180609.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[43.0, 'Private', 174575.0, 'Bachelors', 13.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 0.0, 1564.0, 45.0, 'United-States', '>50K']
[22.0, 'Private', 410439.0, 'HS-grad', 9.0, 'Married-spouse-absent', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '<=50K']
[57.0, 'Private', 212448.0, 'Bachelors', 13.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 45.0, 'United-States', '>50K']
[39.0, 'Private', 481060.0, 'HS-grad', 9.0, 'Divorced', 'Sales', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[40.0, 'State-gov', 184018.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 38.0, 'United-States', '>50K']
[45.0, 'Private', 256649.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Private', 162028.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'White', 'Female', 0.0, 2415.0, 6.0, 'United-States', '>50K']
[19.0, 'Private', 25429.0, 'Some-college', 10.0, 'Never-married', 'Adm-clerical', 'Own-child', 'White', 'Female', 0.0, 0.0, 16.0, 'United-States', '<=50K']
[35.0, 'Private', 220098.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Other-service', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[27.0, 'Private', 301302.0, 'Bachelors', 13.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[34.0, 'State-gov', 98101.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 7688.0, 0.0, 45.0, '?', '>50K']
[34.0, 'Private', 196164.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[25.0, 'Private', 86872.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[52.0, 'Self-emp-inc', 132178.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[20.0, 'Private', 416103.0, 'Some-college', 10.0, 'Never-married', 'Handlers-cleaners', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[28.0, 'Private', 108574.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[50.0, 'State-gov', 288353.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[34.0, 'Private', 227689.0, 'Assoc-voc', 11.0, 'Divorced', 'Tech-support', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 64.0, 'United-States', '<=50K']
[41.0, 'Private', 445382.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 65.0, 'United-States', '>50K']
[28.0, 'Private', 110145.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[28.0, '?', 123147.0, 'Some-college', 10.0, 'Married-civ-spouse', '?', 'Wife', 'White', 'Female', 0.0, 1887.0, 40.0, 'United-States', '>50K']
[32.0, 'Private', 364657.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[46.0, 'Private', 188386.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 60.0, 'United-States', '>50K']
[31.0, 'State-gov', 1033222.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[35.0, 'Private', 92440.0, '12th', 8.0, 'Divorced', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[52.0, 'Private', 190762.0, '1st-4th', 2.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Mexico', '<=50K']
[32.0, 'State-gov', 92003.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[29.0, 'Private', 188401.0, 'HS-grad', 9.0, 'Divorced', 'Farming-fishing', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[63.0, 'Self-emp-inc', 222289.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[47.0, 'Local-gov', 287480.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[30.0, 'Private', 29662.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Other-service', 'Wife', 'White', 'Female', 0.0, 0.0, 25.0, 'United-States', '>50K']
[27.0, 'Private', 116358.0, 'Some-college', 10.0, 'Never-married', 'Craft-repair', 'Own-child', 'Asian-Pac-Islander', 'Male', 0.0, 1980.0, 40.0, 'Philippines', '<=50K']
[33.0, 'Private', 208405.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[34.0, 'Local-gov', 284843.0, 'HS-grad', 9.0, 'Never-married', 'Farming-fishing', 'Not-in-family', 'Black', 'Male', 594.0, 0.0, 60.0, 'United-States', '<=50K']
[44.0, 'Private', 116632.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[27.0, 'Private', 405855.0, '9th', 5.0, 'Never-married', 'Craft-repair', 'Other-relative', 'White', 'Male', 0.0, 0.0, 40.0, 'Mexico', '<=50K']
[45.0, 'Self-emp-inc', 197332.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[60.0, 'Private', 245062.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[30.0, 'Private', 180374.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 351299.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'Black', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[49.0, 'Private', 192776.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 45.0, 'United-States', '>50K']
[30.0, 'Private', 118551.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Tech-support', 'Wife', 'White', 'Female', 0.0, 0.0, 16.0, 'United-States', '>50K']
[22.0, '?', 139883.0, 'Some-college', 10.0, 'Never-married', '?', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[35.0, 'Private', 285020.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 91039.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 15024.0, 0.0, 60.0, 'United-States', '>50K']
[40.0, 'Private', 347934.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[34.0, 'Private', 337587.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[28.0, 'Private', 189346.0, 'HS-grad', 9.0, 'Divorced', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[34.0, 'Private', 108116.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[38.0, 'Self-emp-inc', 99146.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 80.0, 'United-States', '>50K']
[24.0, 'Local-gov', 248344.0, 'Some-college', 10.0, 'Divorced', 'Handlers-cleaners', 'Not-in-family', 'Black', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[37.0, 'Local-gov', 186035.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[28.0, 'Private', 85812.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[42.0, 'Private', 221172.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[74.0, 'Private', 99183.0, 'Some-college', 10.0, 'Divorced', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 9.0, 'United-States', '<=50K']
[38.0, 'Self-emp-not-inc', 190387.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[41.0, 'Private', 101739.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '>50K']
[67.0, 'Private', 231559.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 20051.0, 0.0, 48.0, 'United-States', '>50K']
[39.0, 'Local-gov', 207853.0, '12th', 8.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[57.0, 'Private', 190942.0, '1st-4th', 2.0, 'Widowed', 'Priv-house-serv', 'Not-in-family', 'Black', 'Female', 0.0, 0.0, 30.0, 'United-States', '<=50K']
[33.0, 'Federal-gov', 319560.0, 'Assoc-voc', 11.0, 'Divorced', 'Craft-repair', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[69.0, 'Private', 136218.0, '11th', 7.0, 'Never-married', 'Machine-op-inspct', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[54.0, 'Private', 212960.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '>50K']
[47.0, 'Private', 264052.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[24.0, 'Private', 82804.0, 'HS-grad', 9.0, 'Never-married', 'Handlers-cleaners', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[52.0, 'Self-emp-not-inc', 334273.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[20.0, 'Private', 27337.0, 'HS-grad', 9.0, 'Never-married', 'Handlers-cleaners', 'Own-child', 'Amer-Indian-Eskimo', 'Male', 0.0, 0.0, 48.0, 'United-States', '<=50K']
[43.0, 'Self-emp-inc', 188436.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 5013.0, 0.0, 45.0, 'United-States', '<=50K']
[37.0, 'Private', 22463.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 1977.0, 40.0, 'United-States', '>50K']
[27.0, 'Private', 158156.0, 'Doctorate', 16.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 70.0, 'United-States', '<=50K']
[29.0, 'Private', 350162.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[18.0, '?', 165532.0, '12th', 8.0, 'Never-married', '?', 'Own-child', 'White', 'Male', 0.0, 0.0, 25.0, 'United-States', '<=50K']
[65.0, '?', 195733.0, 'Some-college', 10.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 30.0, 'United-States', '>50K']
[57.0, 'Private', 69884.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[59.0, 'Private', 199713.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[27.0, 'Private', 181659.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[52.0, 'Private', 25826.0, '10th', 6.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 1887.0, 47.0, 'United-States', '>50K']
[57.0, 'Self-emp-inc', 103948.0, 'Bachelors', 13.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 80.0, 'United-States', '<=50K']
[60.0, 'Private', 39352.0, '7th-8th', 4.0, 'Never-married', 'Transport-moving', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '>50K']
[31.0, 'Private', 168387.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 7688.0, 0.0, 40.0, 'Canada', '>50K']
[23.0, 'Private', 117789.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Own-child', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[27.0, 'Private', 267147.0, 'HS-grad', 9.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[42.0, 'Self-emp-not-inc', 214242.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 1902.0, 50.0, 'United-States', '>50K']
[25.0, 'Private', 200408.0, 'Some-college', 10.0, 'Never-married', 'Tech-support', 'Not-in-family', 'White', 'Male', 2174.0, 0.0, 40.0, 'United-States', '<=50K']
[51.0, 'Private', 410114.0, 'Masters', 14.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[29.0, 'Private', 182521.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'Amer-Indian-Eskimo', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[46.0, 'Private', 102388.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 15024.0, 0.0, 45.0, 'United-States', '>50K']
[23.0, 'Private', 190483.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[34.0, 'Private', 153614.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[38.0, 'Self-emp-not-inc', 267556.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 64.0, 'United-States', '<=50K']
[33.0, 'Private', 205469.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[49.0, 'Private', 268090.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 26.0, 'United-States', '>50K']
[47.0, 'Self-emp-not-inc', 165039.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[49.0, 'Local-gov', 120451.0, '10th', 6.0, 'Separated', 'Other-service', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Private', 154374.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 15024.0, 0.0, 60.0, 'United-States', '>50K']
[30.0, 'Private', 103649.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[58.0, 'Self-emp-not-inc', 35723.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[19.0, 'Private', 262601.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Female', 0.0, 0.0, 14.0, 'United-States', '<=50K']
[33.0, 'Private', 175697.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 60.0, 'United-States', '>50K']
[47.0, 'Self-emp-inc', 248145.0, '5th-6th', 3.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'Cuba', '<=50K']
[52.0, 'Self-emp-not-inc', 289436.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[26.0, 'Private', 75654.0, 'HS-grad', 9.0, 'Divorced', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '<=50K']
[36.0, 'Private', 188563.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 5178.0, 0.0, 50.0, 'United-States', '>50K']
[31.0, 'Private', 55849.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[50.0, 'Self-emp-inc', 195322.0, 'Doctorate', 16.0, 'Separated', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[31.0, 'Local-gov', 402089.0, 'HS-grad', 9.0, 'Divorced', 'Adm-clerical', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[30.0, 'State-gov', 169496.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[20.0, 'Private', 130959.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[35.0, 'Private', 292472.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 40.0, 'Taiwan', '>50K']
[38.0, 'State-gov', 143774.0, 'Some-college', 10.0, 'Separated', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[43.0, 'Private', 174524.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[44.0, 'Self-emp-not-inc', 335183.0, '12th', 8.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[35.0, 'Private', 261293.0, 'Masters', 14.0, 'Never-married', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[27.0, 'Private', 111900.0, 'Some-college', 10.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[42.0, 'Private', 341204.0, 'Assoc-acdm', 12.0, 'Divorced', 'Prof-specialty', 'Unmarried', 'White', 'Female', 8614.0, 0.0, 40.0, 'United-States', '>50K']
[27.0, 'State-gov', 249362.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 3411.0, 0.0, 40.0, 'United-States', '<=50K']
[42.0, 'Private', 247019.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[20.0, '?', 114746.0, '11th', 7.0, 'Married-spouse-absent', '?', 'Own-child', 'Asian-Pac-Islander', 'Female', 0.0, 1762.0, 40.0, 'South', '<=50K']
[33.0, 'Private', 182556.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[50.0, 'Self-emp-inc', 219420.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[22.0, 'Private', 240817.0, 'HS-grad', 9.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Female', 2597.0, 0.0, 40.0, 'United-States', '<=50K']
[17.0, 'Private', 102726.0, '12th', 8.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 16.0, 'United-States', '<=50K']
[37.0, 'Private', 161141.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Portugal', '>50K']
